"module name","license","repository"
"ajv@7.1.1","MIT","https://github.com/ajv-validator/ajv"
"alfresco-js-api-node@2.6.1","Apache-2.0","https://github.com/Alfresco/alfresco-js-api"
"align-text@0.1.4","MIT","https://github.com/jonschlinkert/align-text"
"ansi-colors@4.1.1","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@1.4.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"anymatch@3.1.1","ISC","https://github.com/micromatch/anymatch"
"append-field@1.0.0","MIT","https://github.com/LinusU/node-append-field"
"arg@4.1.3","MIT","https://github.com/zeit/arg"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-each@1.0.1","MIT","https://github.com/jonschlinkert/array-each"
"array-filter@1.0.0","MIT","https://github.com/juliangruber/array-filter"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-slice@1.1.0","MIT","https://github.com/jonschlinkert/array-slice"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1@0.2.4","MIT","https://github.com/joyent/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assertion-error@1.0.0","MIT","https://github.com/chaijs/assertion-error"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"ast-types@0.14.2","MIT","https://github.com/benjamn/ast-types"
"astral-regex@2.0.0","MIT","https://github.com/kevva/astral-regex"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter"
"async@0.2.10","MIT","https://github.com/caolan/async"
"async@0.9.2","MIT","https://github.com/caolan/async"
"async@1.5.2","MIT","https://github.com/caolan/async"
"async@2.6.3","MIT","https://github.com/caolan/async"
"async@3.2.0","MIT","https://github.com/caolan/async"
"asyncemit@3.0.1","MIT","https://github.com/primus/asyncemit"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"at-least-node@1.0.0","ISC","https://github.com/RyanZim/at-least-node"
"atoa@1.0.0","MIT","https://github.com/bevacqua/atoa"
"atob@2.1.2","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"aurelia-binding@1.7.3","MIT","https://github.com/aurelia/binding"
"aurelia-binding@2.5.4","MIT","https://github.com/aurelia/binding"
"aurelia-dependency-injection@1.5.2","MIT","https://github.com/aurelia/dependency-injection"
"aurelia-event-aggregator@1.0.3","MIT","https://github.com/aurelia/event-aggregator"
"aurelia-framework@1.3.1","MIT","https://github.com/aurelia/framework"
"aurelia-loader@1.0.2","MIT","https://github.com/aurelia/loader"
"aurelia-logging@1.5.2","MIT","https://github.com/aurelia/logging"
"aurelia-metadata@1.0.7","MIT","https://github.com/aurelia/metadata"
"aurelia-pal@1.8.2","MIT","https://github.com/aurelia/pal"
"aurelia-path@1.1.5","MIT","https://github.com/aurelia/path"
"aurelia-task-queue@1.3.3","MIT","https://github.com/aurelia/task-queue"
"aurelia-templating-binding@1.5.3","MIT","https://github.com/aurelia/templating-binding"
"aurelia-templating@1.10.4","MIT","https://github.com/aurelia/templating"
"autocompleter@6.1.0","MIT","https://github.com/kraaden/autocomplete"
"available-typed-arrays@1.0.2","MIT","https://github.com/inspect-js/available-typed-arrays"
"aws-serverless-express@3.4.0","Apache-2.0","https://github.com/awslabs/aws-serverless-express"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.11.0","MIT","https://github.com/mhart/aws4"
"axios@0.21.1","MIT","https://github.com/axios/axios"
"babel-code-frame@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame"
"babel-generator@6.26.1","MIT","https://github.com/babel/babel/tree/master/packages/babel-generator"
"babel-messages@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-messages"
"babel-polyfill@6.23.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-polyfill"
"babel-polyfill@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-polyfill"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"babel-traverse@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-traverse"
"babel-types@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"babylon@6.18.0","MIT","https://github.com/babel/babylon"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base@0.11.2","MIT","https://github.com/node-base/base"
"basic-auth-connect@1.0.0","MIT","https://github.com/expressjs/basic-auth-connect"
"basic-auth@2.0.1","MIT","https://github.com/jshttp/basic-auth"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"bcryptjs@2.4.3","MIT","https://github.com/dcodeIO/bcrypt.js"
"bignumber.js@9.0.0","MIT","https://github.com/MikeMcl/bignumber.js"
"binary-case@1.1.4","Apache-2.0","https://github.com/Gi60s/binary-case"
"binary-extensions@2.2.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bl@2.2.1","MIT","https://github.com/rvagg/bl"
"bl@3.0.1","MIT","https://github.com/rvagg/bl"
"bluebird@3.5.1","MIT","https://github.com/petkaantonov/bluebird"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"body-parser@1.19.0","MIT","https://github.com/expressjs/body-parser"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"bootstrap@4.6.0","MIT","https://github.com/twbs/bootstrap"
"bootswatch@4.6.0","MIT","https://github.com/thomaspark/bootswatch"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"browser-cookies@1.2.0","Public Domain","https://github.com/voltace/browser-cookies"
"browser-stdout@1.3.1","ISC","https://github.com/kumavis/browser-stdout"
"bson@1.1.5","Apache-2.0","https://github.com/mongodb/js-bson"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","https://github.com/goinstant/buffer-equal-constant-time"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer-writer@2.0.0","MIT","https://github.com/brianc/node-buffer-writer"
"busboy@0.2.14","MIT","https://github.com/mscdex/busboy"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"call-bind@1.0.2","MIT","https://github.com/ljharb/call-bind"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase@1.2.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@4.1.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.2.0","MIT","https://github.com/sindresorhus/camelcase"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"center-align@0.1.3","MIT","https://github.com/jonschlinkert/center-align"
"chai@2.3.0","MIT","https://github.com/chaijs/chai"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.0","MIT","https://github.com/chalk/chalk"
"chance@1.1.7","MIT","https://github.com/chancejs/chancejs"
"chardet@0.4.2","MIT","https://github.com/runk/node-chardet"
"cheerio@0.20.0","MIT","https://github.com/cheeriojs/cheerio"
"cheerio@1.0.0-rc.2","MIT","https://github.com/cheeriojs/cheerio"
"choices.js@3.0.4","MIT","https://github.com/jshjohnson/Choices"
"choices.js@9.0.1","MIT","https://github.com/jshjohnson/Choices"
"chokidar@3.5.1","MIT","https://github.com/paulmillr/chokidar"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"classnames@2.2.6","MIT","https://github.com/JedWatson/classnames"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-width@2.2.1","ISC","https://github.com/knownasilya/cli-width"
"cliui@2.1.0","ISC","https://github.com/bcoe/cliui"
"cliui@3.2.0","ISC","https://github.com/yargs/cliui"
"cliui@7.0.4","ISC","https://github.com/yargs/cliui"
"clone@2.1.2","MIT","https://github.com/pvorb/node-clone"
"co@4.6.0","MIT","https://github.com/tj/co"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-logger@0.0.3","MIT","https://github.com/h13i32maru/color-logger"
"color-logger@0.0.6","MIT","https://github.com/h13i32maru/color-logger"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-string@1.5.4","MIT","https://github.com/Qix-/color-string"
"color@3.0.0","MIT","https://github.com/Qix-/color"
"colorette@1.2.1","MIT","https://github.com/jorgebucaran/colorette"
"colornames@1.1.1","MIT","https://github.com/timoxley/colornames"
"colors@0.6.2","Custom: http://i.imgur.com/goJdO.png","https://github.com/Marak/colors.js"
"colors@1.4.0","MIT","https://github.com/Marak/colors.js"
"colorspace@1.1.2","MIT","https://github.com/3rd-Eden/colorspace"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@5.1.0","MIT","https://github.com/tj/commander.js"
"commander@6.2.1","MIT","https://github.com/tj/commander.js"
"compare-versions@3.6.0","MIT","https://github.com/omichelsen/compare-versions"
"component-emitter@1.3.0","MIT","https://github.com/component/emitter"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"config@3.3.3","MIT","https://github.com/lorenwest/node-config"
"connected@0.0.2","MIT","https://github.com/3rd-Eden/connected"
"consolidate@0.15.1","MIT","https://github.com/tj/consolidate.js"
"content-disposition@0.5.3","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type"
"contra@1.9.4","MIT","https://github.com/bevacqua/contra"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.4.0","MIT","https://github.com/jshttp/cookie"
"cookiejar@2.1.2","MIT","https://github.com/bmeck/node-cookiejar"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor"
"core-js@2.6.12","MIT","https://github.com/zloirock/core-js"
"core-js@3.5.0","MIT","https://github.com/zloirock/core-js"
"core-js@3.9.0","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"cors@2.8.5","MIT","https://github.com/expressjs/cors"
"create-server@1.0.2","MIT","https://github.com/primus/create-server"
"cross-spawn@5.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"crossvent@1.5.5","MIT","https://github.com/bevacqua/crossvent"
"css-select@1.2.0","BSD*","https://github.com/fb55/css-select"
"css-what@2.1.3","BSD-2-Clause","https://github.com/fb55/css-what"
"cssom@0.3.8","MIT","https://github.com/NV/CSSOM"
"cssstyle@0.2.37","MIT","https://github.com/chad3814/CSSStyleDeclaration"
"csv-generate@3.3.0","MIT","https://github.com/adaltas/node-csv-generate"
"csv-parse@4.15.1","MIT","https://github.com/wdavidw/node-csv-parse"
"csv-stringify@5.6.1","MIT","https://github.com/adaltas/node-csv-stringify"
"csv@5.3.2","MIT","https://github.com/adaltas/node-csv"
"custom-event-polyfill@0.3.0","MIT","https://github.com/krambuhl/custom-event-polyfill"
"custom-event-polyfill@1.0.7","MIT","https://github.com/kumarharsh/custom-event-polyfill"
"custom-event@1.0.1","MIT","https://github.com/webmodules/custom-event"
"cycle@1.0.3","Custom: https://github.com/douglascrockford/JSON-js","https://github.com/dscape/cycle"
"d@0.1.1","MIT","https://github.com/medikoo/d"
"d@1.0.1","ISC","https://github.com/medikoo/d"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"data-uri-to-buffer@1.2.0","MIT","https://github.com/TooTallNate/node-data-uri-to-buffer"
"date-utils@1.2.21","MIT","https://github.com/JerrySievert/date-utils"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.1.0","MIT","https://github.com/visionmedia/debug"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.3.1","MIT","https://github.com/visionmedia/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decamelize@4.0.0","MIT","https://github.com/sindresorhus/decamelize"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"deep-eql@0.1.3","MIT","https://github.com/chaijs/deep-eql"
"deep-equal@1.1.1","MIT","https://github.com/substack/node-deep-equal"
"deep-equal@2.0.5","MIT","https://github.com/inspect-js/node-deep-equal"
"deep-is@0.1.3","MIT","https://github.com/thlorenz/deep-is"
"deepmerge@4.2.2","MIT","https://github.com/TehShrike/deepmerge"
"define-properties@1.1.3","MIT","https://github.com/ljharb/define-properties"
"define-property@0.2.5","MIT","https://github.com/jonschlinkert/define-property"
"define-property@1.0.0","MIT","https://github.com/jonschlinkert/define-property"
"define-property@2.0.2","MIT","https://github.com/jonschlinkert/define-property"
"degenerator@1.0.4","MIT","https://github.com/TooTallNate/node-degenerator"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delete-property@0.0.4","MIT","https://github.com/rahatarmanahmed/delete-property"
"denque@1.5.0","Apache-2.0","https://github.com/invertase/denque"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd"
"destroy@1.0.4","MIT","https://github.com/stream-utils/destroy"
"detect-file@1.0.0","MIT","https://github.com/doowb/detect-file"
"detect-indent@4.0.0","MIT","https://github.com/sindresorhus/detect-indent"
"diagnostics@1.1.1","MIT","https://github.com/bigpipe/diagnostics"
"diagnostics@2.0.2","MIT","https://github.com/3rd-Eden/diagnostics"
"dialog-polyfill@0.4.10","BSD*","https://github.com/GoogleChrome/dialog-polyfill"
"dialog-polyfill@0.5.6","BSD*","https://github.com/GoogleChrome/dialog-polyfill"
"dicer@0.2.5","MIT","https://github.com/mscdex/dicer"
"diff@4.0.2","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"diff@5.0.0","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"dir-glob@3.0.1","MIT","https://github.com/kevva/dir-glob"
"doctrine@3.0.0","Apache-2.0","https://github.com/eslint/doctrine"
"dom-serializer@0.1.1","MIT","https://github.com/cheeriojs/dom-renderer"
"dom-serializer@0.2.2","MIT","https://github.com/cheeriojs/dom-renderer"
"domelementtype@1.3.1","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domelementtype@2.1.0","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domhandler@2.3.0","BSD*","https://github.com/fb55/DomHandler"
"domhandler@2.4.2","BSD-2-Clause","https://github.com/fb55/DomHandler"
"dompurify@2.0.11","MPL-2.0 OR Apache-2.0","https://github.com/cure53/DOMPurify"
"dompurify@2.2.6","(MPL-2.0 OR Apache-2.0)","https://github.com/cure53/DOMPurify"
"domutils@1.5.1","BSD*","https://github.com/FB55/domutils"
"domutils@1.7.0","BSD-2-Clause","https://github.com/FB55/domutils"
"dotenv@8.2.0","BSD-2-Clause","https://github.com/motdotla/dotenv"
"downloadjs@1.4.7","MIT","https://github.com/rndme/download"
"dragula@3.7.3","MIT","https://github.com/bevacqua/dragula"
"ecc-jsbn@0.1.2","MIT","https://github.com/quartzjer/ecc-jsbn"
"ecdsa-sig-formatter@1.0.11","Apache-2.0","https://github.com/Brightspace/node-ecdsa-sig-formatter"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"emits@3.0.0","MIT","https://github.com/primus/emits"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"enabled@1.0.2","MIT","https://github.com/bigpipe/enabled"
"enabled@2.0.0","MIT","https://github.com/3rd-Eden/enabled"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"encoding@0.1.13","MIT","https://github.com/andris9/encoding"
"enquirer@2.3.6","MIT","https://github.com/enquirer/enquirer"
"entities@1.0.0","BSD*","https://github.com/fb55/node-entities"
"entities@1.1.2","BSD-2-Clause","https://github.com/fb55/entities"
"entities@2.2.0","BSD-2-Clause","https://github.com/fb55/entities"
"env-variable@0.0.6","MIT","https://github.com/3rd-Eden/env-variable"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"es-abstract@1.18.0-next.2","MIT","https://github.com/ljharb/es-abstract"
"es-get-iterator@1.1.2","MIT","https://github.com/ljharb/es-get-iterator"
"es-to-primitive@1.2.1","MIT","https://github.com/ljharb/es-to-primitive"
"es5-ext@0.10.53","ISC","https://github.com/medikoo/es5-ext"
"es6-iterator@2.0.3","MIT","https://github.com/medikoo/es6-iterator"
"es6-promise@4.2.8","MIT","https://github.com/stefanpenner/es6-promise"
"es6-promisify@5.0.0","MIT","https://github.com/digitaldesignlabs/es6-promisify"
"es6-symbol@3.1.3","ISC","https://github.com/medikoo/es6-symbol"
"escalade@3.1.1","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escodegen@1.14.3","BSD-2-Clause","https://github.com/estools/escodegen"
"esdoc-coverage-plugin@1.1.0","MIT","https://github.com/esdoc/esdoc-plugins"
"esdoc-type-inference-plugin@1.0.2","MIT","https://github.com/esdoc/esdoc-plugins"
"esdoc@1.1.0","MIT","https://github.com/esdoc/esdoc"
"eslint-config-formio@1.1.4","MIT","https://github.com/formio/eslint-config-formio"
"eslint-config-prettier@6.15.0","MIT","https://github.com/prettier/eslint-config-prettier"
"eslint-scope@5.1.1","BSD-2-Clause","https://github.com/eslint/eslint-scope"
"eslint-utils@2.1.0","MIT","https://github.com/mysticatea/eslint-utils"
"eslint-visitor-keys@1.3.0","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@2.0.0","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint@7.20.0","MIT","https://github.com/eslint/eslint"
"esm@3.2.25","MIT","https://github.com/standard-things/esm"
"espree@7.3.1","BSD-2-Clause","https://github.com/eslint/espree"
"esprima@3.1.3","BSD-2-Clause","https://github.com/jquery/esprima"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esquery@1.4.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@4.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estraverse@5.2.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"event-chain@0.0.1","MIT","https://github.com/zackurben/event-chain"
"event-emitter@0.3.4","MIT","https://github.com/medikoo/event-emitter"
"event-target-shim@5.0.1","MIT","https://github.com/mysticatea/event-target-shim"
"eventemitter2@1.0.5","MIT","https://github.com/hij1nx/EventEmitter2"
"eventemitter2@5.0.1","MIT","https://github.com/hij1nx/EventEmitter2"
"eventemitter2@6.4.3","MIT","https://github.com/hij1nx/EventEmitter2"
"eventemitter3@2.0.3","MIT","https://github.com/primus/eventemitter3"
"eventemitter3@4.0.7","MIT","https://github.com/primus/eventemitter3"
"execa@0.7.0","MIT","https://github.com/sindresorhus/execa"
"expand-brackets@2.1.4","MIT","https://github.com/jonschlinkert/expand-brackets"
"expand-tilde@2.0.2","MIT","https://github.com/jonschlinkert/expand-tilde"
"express@4.17.1","MIT","https://github.com/expressjs/express"
"ext@1.4.0","ISC","https://github.com/medikoo/es5-ext/tree/ext"
"extend-shallow@2.0.1","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend-shallow@3.0.2","MIT","https://github.com/jonschlinkert/extend-shallow"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"extendible@0.1.1","MIT","https://github.com/bigpipe/extendible"
"external-editor@2.2.0","MIT","https://github.com/mrkmg/node-external-editor"
"extglob@2.0.4","MIT","https://github.com/micromatch/extglob"
"extsprintf@1.3.0","MIT","https://github.com/davepacheco/node-extsprintf"
"extsprintf@1.4.0","MIT","https://github.com/davepacheco/node-extsprintf"
"eyes@0.1.8","MIT",""
"faker@5.4.0","MIT","https://github.com/Marak/Faker.js"
